oid,custid,ordertime
2677,538,2018-10-06 13:37:35.967203+00
2678,755,2018-10-06 13:38:11.218094+00
2679,7,2018-10-06 13:38:16.094377+00
2680,802,2018-10-06 13:38:41.460366+00
2681,250,2018-10-06 13:38:42.064738+00
2682,557,2018-10-06 13:38:56.790079+00
2683,108,2018-10-06 13:39:25.615764+00
2684,310,2018-10-06 13:39:25.884389+00
2685,27,2018-10-06 13:39:35.151753+00
2686,555,2018-10-06 13:40:17.38462+00
2687,411,2018-10-06 13:40:22.05061+00
2688,628,2018-10-06 13:40:23.744587+00
2689,476,2018-10-06 13:40:47.996261+00
2690,148,2018-10-06 13:40:55.626322+00
2691,521,2018-10-06 13:41:17.692583+00
2692,13,2018-10-06 13:41:47.513472+00
2693,526,2018-10-06 13:42:05.497348+00
2694,156,2018-10-06 13:42:53.570565+00
2695,134,2018-10-06 13:42:56.72917+00
2696,897,2018-10-06 13:43:03.88392+00
2697,820,2018-10-06 13:43:16.191484+00
2698,814,2018-10-06 13:43:44.952321+00
2699,673,2018-10-06 13:45:21.454704+00
2700,592,2018-10-06 13:45:33.972122+00
2701,960,2018-10-06 13:45:35.443749+00
2702,346,2018-10-06 13:45:36.901853+00
2703,500,2018-10-06 13:45:52.092304+00
2704,255,2018-10-06 13:46:22.09414+00
2705,769,2018-10-06 13:46:34.23132+00
2706,588,2018-10-06 13:46:43.32734+00
2707,111,2018-10-06 13:47:14.169347+00
2708,597,2018-10-06 13:47:29.451278+00
2709,310,2018-10-06 13:47:32.69912+00
2710,215,2018-10-06 13:48:26.538241+00
2711,12,2018-10-06 13:48:49.939721+00
2712,119,2018-10-06 13:48:59.903565+00
2713,600,2018-10-06 13:49:06.502317+00
2714,958,2018-10-06 13:49:24.311183+00
2715,136,2018-10-06 13:49:43.370966+00
2716,653,2018-10-06 13:49:51.107178+00
2717,422,2018-10-06 13:51:29.668509+00
2718,933,2018-10-06 13:51:41.186443+00
2719,997,2018-10-06 13:51:54.982014+00
2720,496,2018-10-06 13:51:56.351083+00
2721,371,2018-10-06 13:51:56.966471+00
2722,648,2018-10-06 13:52:31.029838+00
2723,92,2018-10-06 13:52:44.643439+00
2724,932,2018-10-06 13:52:47.403599+00
2725,837,2018-10-06 13:52:52.499714+00
2726,292,2018-10-06 13:53:01.85237+00
2727,58,2018-10-06 13:53:11.17874+00
2728,297,2018-10-06 13:53:35.942248+00
2729,609,2018-10-06 13:54:00.611872+00
2730,505,2018-10-06 13:54:29.74467+00
2731,523,2018-10-06 13:54:36.309182+00
2732,263,2018-10-06 13:54:53.026955+00
2733,963,2018-10-06 13:55:00.695594+00
2734,70,2018-10-06 13:55:08.481584+00
2735,347,2018-10-06 13:55:11.810541+00
2736,661,2018-10-06 13:55:51.235808+00
2737,617,2018-10-06 13:56:27.542467+00
2738,873,2018-10-06 13:56:41.213588+00
2739,659,2018-10-06 13:57:14.277282+00
2740,550,2018-10-06 13:57:43.581021+00
2741,77,2018-10-06 13:57:46.956342+00
2742,25,2018-10-06 13:58:38.055441+00
2743,823,2018-10-06 13:58:44.815723+00
2744,372,2018-10-06 13:58:54.627056+00
2745,199,2018-10-06 13:59:08.872962+00
2746,285,2018-10-06 13:59:23.214307+00
2747,368,2018-10-06 13:59:43.213055+00
2748,642,2018-10-06 13:59:44.626359+00
2749,695,2018-10-06 13:59:53.822982+00
2750,758,2018-10-06 14:00:10.313206+00
2751,611,2018-10-06 14:00:17.585649+00
2752,625,2018-10-06 14:00:32.63835+00
2753,715,2018-10-06 14:00:36.480633+00
2754,497,2018-10-06 14:00:50.290409+00
2755,618,2018-10-06 14:01:47.087239+00
2756,889,2018-10-06 14:02:16.103265+00
2757,795,2018-10-06 14:02:16.456669+00
2758,782,2018-10-06 14:02:53.275831+00
2759,616,2018-10-06 14:03:00.153948+00
2760,422,2018-10-06 14:04:17.224848+00
2761,595,2018-10-06 14:04:19.62083+00
2762,432,2018-10-06 14:04:30.995345+00
2763,632,2018-10-06 14:04:35.945861+00
2764,620,2018-10-06 14:05:43.816394+00
2765,402,2018-10-06 14:05:58.02715+00
2766,518,2018-10-06 14:06:11.624247+00
2767,15,2018-10-06 14:06:55.709644+00
2768,874,2018-10-06 14:07:00.038661+00
2769,464,2018-10-06 14:07:08.887995+00
2770,805,2018-10-06 14:07:11.764192+00
2771,58,2018-10-06 14:07:38.361219+00
2772,337,2018-10-06 14:09:12.671141+00
2773,179,2018-10-06 14:09:22.810708+00
2774,489,2018-10-06 14:09:24.648817+00
2775,995,2018-10-06 14:09:42.272062+00
2776,348,2018-10-06 14:10:22.735921+00
2777,305,2018-10-06 14:10:24.747204+00
2778,3,2018-10-06 14:10:28.487508+00
2779,478,2018-10-06 14:10:31.352798+00
2780,907,2018-10-06 14:10:50.335183+00
2781,357,2018-10-06 14:11:12.083221+00
2782,91,2018-10-06 14:11:44.85549+00
2783,795,2018-10-06 14:12:19.547107+00
2784,462,2018-10-06 14:12:35.241997+00
2785,759,2018-10-06 14:12:40.255741+00
2786,17,2018-10-06 14:12:46.141169+00
2787,124,2018-10-06 14:13:05.554656+00
2788,557,2018-10-06 14:13:23.761961+00
2789,416,2018-10-06 14:13:29.419194+00
2790,468,2018-10-06 14:13:39.867523+00
2791,869,2018-10-06 14:13:54.574962+00
2792,311,2018-10-06 14:14:01.256415+00
2793,673,2018-10-06 14:14:10.48166+00
2794,781,2018-10-06 14:14:12.745533+00
2795,902,2018-10-06 14:14:45.454268+00
2796,907,2018-10-06 14:14:49.392036+00
2797,538,2018-10-06 14:15:00.959536+00
2798,329,2018-10-06 14:15:21.557731+00
2799,256,2018-10-06 14:16:12.484834+00
2800,425,2018-10-06 14:16:30.495158+00
2801,571,2018-10-06 14:16:33.25269+00
2802,894,2018-10-06 14:16:38.971123+00
2803,719,2018-10-06 14:17:14.44979+00
2804,83,2018-10-06 14:17:52.040993+00
2805,920,2018-10-06 14:18:04.18045+00
2806,106,2018-10-06 14:18:13.080171+00
2807,415,2018-10-06 14:19:00.983579+00
2808,642,2018-10-06 14:19:22.843426+00
2809,848,2018-10-06 14:19:44.27179+00
2810,697,2018-10-06 14:20:07.434007+00
2811,407,2018-10-06 14:21:30.895758+00
2812,395,2018-10-06 14:21:46.784117+00
2813,589,2018-10-06 14:21:53.114193+00
2814,790,2018-10-06 14:22:10.773164+00
2815,228,2018-10-06 14:22:27.171622+00
2816,52,2018-10-06 14:22:49.084316+00
2817,471,2018-10-06 14:22:55.234182+00
2818,422,2018-10-06 14:23:30.34981+00
2819,416,2018-10-06 14:23:35.285945+00
2820,92,2018-10-06 14:23:47.267212+00
2821,264,2018-10-06 14:24:50.061231+00
2822,539,2018-10-06 14:25:19.305826+00
2823,558,2018-10-06 14:25:37.660841+00
2824,742,2018-10-06 14:26:13.312591+00
2825,20,2018-10-06 14:26:37.006618+00
2826,435,2018-10-06 14:26:39.24099+00
2827,637,2018-10-06 14:26:48.762015+00
2828,624,2018-10-06 14:26:57.780277+00
2829,185,2018-10-06 14:27:02.960376+00
2830,390,2018-10-06 14:27:33.691756+00
2831,254,2018-10-06 14:28:22.271144+00
2832,257,2018-10-06 14:28:25.915253+00
2833,351,2018-10-06 14:28:32.26802+00
2834,696,2018-10-06 14:29:22.457877+00
2835,217,2018-10-06 14:29:29.40217+00
2836,791,2018-10-06 14:29:50.539212+00
2837,231,2018-10-06 14:29:59.367995+00
2838,31,2018-10-06 14:30:19.600075+00
2839,102,2018-10-06 14:31:03.20621+00
2840,903,2018-10-06 14:31:08.593359+00
2841,655,2018-10-06 14:31:12.688022+00
2842,643,2018-10-06 14:31:12.791881+00
2843,627,2018-10-06 14:32:01.299456+00
2844,380,2018-10-06 14:32:28.621672+00
2845,663,2018-10-06 14:32:42.288995+00
2846,553,2018-10-06 14:33:08.676918+00
2847,755,2018-10-06 14:33:24.35996+00
2848,358,2018-10-06 14:33:40.781947+00
2849,788,2018-10-06 14:34:16.585375+00
2850,188,2018-10-06 14:34:58.23118+00
2851,177,2018-10-06 14:35:28.581985+00
2852,414,2018-10-06 14:35:39.191345+00
2853,637,2018-10-06 14:36:28.693306+00
2854,504,2018-10-06 14:36:32.350309+00
2855,535,2018-10-06 14:36:52.187813+00
2856,458,2018-10-06 14:36:53.753944+00
2857,65,2018-10-06 14:37:45.943819+00
2858,278,2018-10-06 14:37:55.156863+00
2859,404,2018-10-06 14:38:01.315305+00
2860,499,2018-10-06 14:38:04.015525+00
2861,905,2018-10-06 14:38:13.608357+00
2862,600,2018-10-06 14:39:08.272566+00
2863,304,2018-10-06 14:39:13.866346+00
2864,279,2018-10-06 14:39:59.092279+00
2865,736,2018-10-06 14:40:04.935973+00
2866,318,2018-10-06 14:40:50.358638+00
2867,219,2018-10-06 14:40:58.128624+00
2868,222,2018-10-06 14:41:29.467717+00
2869,248,2018-10-06 14:41:31.519885+00
2870,436,2018-10-06 14:41:32.778904+00
2871,951,2018-10-06 14:41:41.560061+00
2872,360,2018-10-06 14:42:00.058709+00
2873,421,2018-10-06 14:42:43.602768+00
2874,358,2018-10-06 14:42:47.71958+00
2875,240,2018-10-06 14:43:18.374513+00
2876,960,2018-10-06 14:43:32.615958+00
2877,969,2018-10-06 14:44:29.758249+00
2878,170,2018-10-06 14:44:34.746045+00
2879,145,2018-10-06 14:45:24.048985+00
2880,842,2018-10-06 14:45:29.451988+00
2881,914,2018-10-06 14:45:31.017603+00
2882,891,2018-10-06 14:45:34.598857+00
2883,901,2018-10-06 14:45:52.223966+00
2884,636,2018-10-06 14:46:44.385925+00
2885,773,2018-10-06 14:46:50.901792+00
2886,519,2018-10-06 14:46:52.8965+00
2887,883,2018-10-06 14:47:15.215803+00
2888,459,2018-10-06 14:47:20.901394+00
2889,815,2018-10-06 14:47:33.857609+00
2890,705,2018-10-06 14:47:55.535722+00
2891,463,2018-10-06 14:48:14.632997+00
2892,849,2018-10-06 14:48:28.345624+00
2893,683,2018-10-06 14:48:28.598097+00
2894,238,2018-10-06 14:48:44.168137+00
2895,944,2018-10-06 14:48:48.754638+00
2896,282,2018-10-06 14:49:15.015654+00
2897,360,2018-10-06 14:49:16.337251+00
2898,128,2018-10-06 14:49:29.308337+00
2899,463,2018-10-06 14:49:43.170589+00
2900,897,2018-10-06 14:49:53.266455+00
2901,304,2018-10-06 14:50:05.396841+00
2902,573,2018-10-06 14:50:20.803341+00
2903,282,2018-10-06 14:51:18.609029+00
2904,566,2018-10-06 14:51:35.438529+00
2905,158,2018-10-06 14:51:52.400151+00
2906,645,2018-10-06 14:52:02.266065+00
2907,418,2018-10-06 14:52:34.264198+00
2908,92,2018-10-06 14:52:39.649276+00
2909,105,2018-10-06 14:53:00.683123+00
2910,820,2018-10-06 14:53:32.073209+00
2911,371,2018-10-06 14:53:42.045765+00
2912,120,2018-10-06 14:54:02.716923+00
2913,539,2018-10-06 14:54:25.03487+00
2914,388,2018-10-06 14:54:53.73357+00
2915,692,2018-10-06 14:55:12.096156+00
2916,685,2018-10-06 14:55:22.539862+00
2917,895,2018-10-06 14:55:31.660006+00
2918,249,2018-10-06 14:55:37.779832+00
2919,680,2018-10-06 14:56:03.569573+00
2920,8,2018-10-06 14:56:34.283227+00
2921,58,2018-10-06 14:56:37.192925+00
2922,257,2018-10-06 14:56:40.967979+00
2923,939,2018-10-06 14:57:33.386807+00
2924,172,2018-10-06 14:57:44.083651+00
2925,273,2018-10-06 14:57:59.148627+00
2926,448,2018-10-06 14:58:00.38537+00
2927,55,2018-10-06 14:58:13.664374+00
2928,908,2018-10-06 14:58:22.120509+00
2929,648,2018-10-06 14:58:52.204654+00
2930,858,2018-10-06 14:58:59.254813+00
2931,867,2018-10-06 14:59:20.63916+00
2932,575,2018-10-06 14:59:41.791161+00
2933,979,2018-10-06 15:00:14.567207+00
2934,34,2018-10-06 15:01:16.522773+00
2935,361,2018-10-06 15:01:32.089257+00
2936,272,2018-10-06 15:01:48.5239+00
2937,481,2018-10-06 15:01:56.867496+00
2938,639,2018-10-06 15:02:23.696456+00
2939,185,2018-10-06 15:03:00.910821+00
2940,191,2018-10-06 15:03:16.621695+00
2941,494,2018-10-06 15:03:17.696523+00
2942,966,2018-10-06 15:03:19.73893+00
2943,653,2018-10-06 15:03:44.307977+00
2944,841,2018-10-06 15:03:50.616814+00
2945,568,2018-10-06 15:03:58.912053+00
2946,109,2018-10-06 15:04:08.912614+00
2947,909,2018-10-06 15:04:33.371977+00
2948,544,2018-10-06 15:04:37.289457+00
2949,178,2018-10-06 15:04:58.352349+00
2950,586,2018-10-06 15:05:23.237394+00
2951,696,2018-10-06 15:05:32.991395+00
2952,737,2018-10-06 15:06:07.568027+00
2953,28,2018-10-06 15:06:10.987032+00
2954,201,2018-10-06 15:06:22.163492+00
2955,168,2018-10-06 15:06:42.131145+00
2956,994,2018-10-06 15:06:50.172458+00
2957,251,2018-10-06 15:06:53.581792+00
2958,482,2018-10-06 15:06:55.263399+00
2959,887,2018-10-06 15:07:28.350964+00
2960,421,2018-10-06 15:07:56.957553+00
2961,436,2018-10-06 15:08:06.38466+00
2962,778,2018-10-06 15:08:08.33328+00
2963,149,2018-10-06 15:08:15.128509+00
2964,642,2018-10-06 15:08:39.616366+00
2965,585,2018-10-06 15:08:45.921995+00
2966,176,2018-10-06 15:09:25.479454+00
2967,194,2018-10-06 15:09:36.692698+00
2968,50,2018-10-06 15:09:53.786418+00
2969,687,2018-10-06 15:10:14.231022+00
2970,224,2018-10-06 15:10:44.493035+00
2971,212,2018-10-06 15:10:46.180719+00
2972,276,2018-10-06 15:10:52.247219+00
2973,389,2018-10-06 15:11:20.604743+00
2974,830,2018-10-06 15:11:57.309581+00
2975,216,2018-10-06 15:12:28.579761+00
2976,1,2018-10-06 15:12:47.325579+00
2977,86,2018-10-06 15:12:54.031529+00
2978,613,2018-10-06 15:13:08.22532+00
2979,799,2018-10-06 15:13:15.04486+00
2980,766,2018-10-06 15:13:15.117871+00
2981,212,2018-10-06 15:13:39.488545+00
2982,678,2018-10-06 15:13:46.336215+00
2983,541,2018-10-06 15:13:53.850482+00
2984,566,2018-10-06 15:14:10.487074+00
2985,686,2018-10-06 15:14:12.745731+00
2986,40,2018-10-06 15:15:10.775691+00
2987,36,2018-10-06 15:15:32.086409+00
2988,410,2018-10-06 15:16:00.975933+00
2989,635,2018-10-06 15:16:16.967107+00
2990,53,2018-10-06 15:16:30.846482+00
2991,775,2018-10-06 15:17:08.252389+00
2992,586,2018-10-06 15:17:14.763575+00
2993,255,2018-10-06 15:17:21.982195+00
2994,773,2018-10-06 15:17:29.411965+00
2995,532,2018-10-06 15:17:49.556993+00
2996,768,2018-10-06 15:18:09.971865+00
2997,648,2018-10-06 15:18:11.263347+00
2998,924,2018-10-06 15:18:29.593946+00
2999,126,2018-10-06 15:18:48.128943+00
3000,336,2018-10-06 15:18:48.686081+00
3001,69,2018-10-06 15:19:35.478472+00
3002,249,2018-10-06 15:20:10.326205+00
3003,982,2018-10-06 15:21:28.104073+00
3004,491,2018-10-06 15:21:47.038593+00
3005,997,2018-10-06 15:22:11.610314+00
3006,772,2018-10-06 15:22:38.347579+00
3007,292,2018-10-06 15:22:50.957731+00
3008,158,2018-10-06 15:22:53.866828+00
3009,295,2018-10-06 15:23:12.949571+00
3010,826,2018-10-06 15:23:12.999613+00
3011,662,2018-10-06 15:23:34.913047+00
3012,351,2018-10-06 15:23:52.135357+00
3013,537,2018-10-06 15:24:07.12485+00
3014,228,2018-10-06 15:24:24.502138+00
3015,944,2018-10-06 15:24:49.988861+00
3016,401,2018-10-06 15:25:44.547148+00
3017,591,2018-10-06 15:25:56.112721+00
3018,543,2018-10-06 15:26:09.051793+00
3019,156,2018-10-06 15:26:18.191795+00
3020,759,2018-10-06 15:26:38.487285+00
3021,547,2018-10-06 15:26:42.693167+00
3022,855,2018-10-06 15:26:56.036881+00
3023,993,2018-10-06 15:27:07.573061+00
3024,427,2018-10-06 15:27:19.939248+00
3025,348,2018-10-06 15:27:58.060569+00
3026,289,2018-10-06 15:27:59.224863+00
3027,291,2018-10-06 15:28:00.48155+00
3028,915,2018-10-06 15:28:02.272477+00
3029,847,2018-10-06 15:28:46.339687+00
3030,981,2018-10-06 15:29:18.374554+00
3031,877,2018-10-06 15:29:24.54585+00
3032,446,2018-10-06 15:29:24.863808+00
3033,531,2018-10-06 15:29:31.978347+00
3034,425,2018-10-06 15:29:38.545512+00
3035,557,2018-10-06 15:30:17.70247+00
3036,678,2018-10-06 15:30:36.765441+00
3037,6,2018-10-06 15:31:21.353936+00
3038,28,2018-10-06 15:31:23.224208+00
3039,259,2018-10-06 15:31:37.663426+00
3040,165,2018-10-06 15:31:41.503758+00
3041,697,2018-10-06 15:32:33.757723+00
3042,553,2018-10-06 15:32:39.201568+00
3043,733,2018-10-06 15:32:40.324788+00
3044,518,2018-10-06 15:32:42.092026+00
3045,54,2018-10-06 15:33:05.810505+00
3046,747,2018-10-06 15:33:57.9876+00
3047,24,2018-10-06 15:34:01.743455+00
3048,87,2018-10-06 15:34:07.559734+00
3049,588,2018-10-06 15:34:09.525946+00
3050,679,2018-10-06 15:34:25.126115+00
3051,232,2018-10-06 15:34:49.019849+00
3052,154,2018-10-06 15:35:31.252914+00
3053,219,2018-10-06 15:35:55.014784+00
3054,926,2018-10-06 15:36:31.021588+00
3055,84,2018-10-06 15:36:32.646731+00
3056,228,2018-10-06 15:36:38.942209+00
3057,390,2018-10-06 15:36:41.800507+00
3058,160,2018-10-06 15:36:52.591821+00
3059,8,2018-10-06 15:37:43.021446+00
3060,806,2018-10-06 15:37:55.475503+00
3061,756,2018-10-06 15:38:26.345874+00
3062,859,2018-10-06 15:38:47.063322+00
3063,14,2018-10-06 15:39:11.879086+00
3064,899,2018-10-06 15:39:35.833943+00
3065,409,2018-10-06 15:39:48.508726+00
3066,339,2018-10-06 15:39:58.62771+00
3067,272,2018-10-06 15:41:07.167354+00
3068,344,2018-10-06 15:41:22.049172+00
3069,448,2018-10-06 15:41:23.959587+00
3070,683,2018-10-06 15:41:25.125565+00
3071,973,2018-10-06 15:42:11.988263+00
3072,586,2018-10-06 15:42:26.516742+00
3073,212,2018-10-06 15:42:40.69057+00
3074,946,2018-10-06 15:42:56.583169+00
3075,577,2018-10-06 15:42:57.230487+00
3076,97,2018-10-06 15:42:59.055266+00
3077,664,2018-10-06 15:43:05.791052+00
3078,775,2018-10-06 15:43:24.012874+00
3079,50,2018-10-06 15:43:53.311441+00
3080,632,2018-10-06 15:44:14.753405+00
3081,857,2018-10-06 15:45:00.48731+00
3082,777,2018-10-06 15:45:08.35669+00
3083,214,2018-10-06 15:45:42.575444+00
3084,196,2018-10-06 15:45:46.036505+00
3085,330,2018-10-06 15:46:02.259396+00
3086,446,2018-10-06 15:46:22.786181+00
3087,190,2018-10-06 15:47:05.887608+00
3088,488,2018-10-06 15:47:17.150814+00
3089,749,2018-10-06 15:47:24.220352+00
3090,771,2018-10-06 15:47:53.062872+00
3091,178,2018-10-06 15:48:08.537587+00
3092,2,2018-10-06 15:48:12.100881+00
3093,433,2018-10-06 15:48:52.640541+00
3094,620,2018-10-06 15:49:04.063386+00
3095,260,2018-10-06 15:49:07.640461+00
3096,952,2018-10-06 15:49:42.287393+00
3097,175,2018-10-06 15:49:59.407326+00
3098,920,2018-10-06 15:50:05.678246+00
3099,840,2018-10-06 15:50:11.610134+00
3100,295,2018-10-06 15:50:51.031983+00
3101,621,2018-10-06 15:51:13.336108+00
3102,346,2018-10-06 15:51:14.772336+00
3103,373,2018-10-06 15:51:15.640492+00
3104,397,2018-10-06 15:51:26.211672+00
3105,473,2018-10-06 15:51:44.878229+00
3106,391,2018-10-06 15:52:12.81491+00
3107,968,2018-10-06 15:52:43.78205+00
3108,734,2018-10-06 15:52:45.78891+00
3109,543,2018-10-06 15:52:49.193433+00
3110,257,2018-10-06 15:53:11.34351+00
3111,42,2018-10-06 15:53:18.105717+00
3112,815,2018-10-06 15:53:35.429703+00
3113,449,2018-10-06 15:54:04.691574+00
3114,597,2018-10-06 15:54:04.946781+00
3115,500,2018-10-06 15:54:32.378136+00
3116,973,2018-10-06 15:54:50.82346+00
3117,414,2018-10-06 15:55:05.88593+00
3118,104,2018-10-06 15:55:35.45792+00
3119,749,2018-10-06 15:56:00.853974+00
3120,676,2018-10-06 15:56:02.334206+00
3121,340,2018-10-06 15:56:19.300698+00
3122,407,2018-10-06 15:56:36.941914+00
3123,194,2018-10-06 15:56:49.230881+00
3124,236,2018-10-06 15:57:07.380429+00
3125,153,2018-10-06 15:57:33.453237+00
3126,55,2018-10-06 15:57:51.660384+00
3127,21,2018-10-06 15:57:59.971811+00
3128,743,2018-10-06 15:58:34.414633+00
3129,449,2018-10-06 15:58:35.651294+00
3130,677,2018-10-06 15:59:09.460026+00
3131,986,2018-10-06 15:59:14.330228+00
3132,626,2018-10-06 15:59:43.739386+00
3133,373,2018-10-06 16:00:02.231638+00
3134,65,2018-10-06 16:00:02.495908+00
3135,500,2018-10-06 16:00:31.560942+00
3136,661,2018-10-06 16:01:41.50602+00
3137,866,2018-10-06 16:01:42.239817+00
3138,251,2018-10-06 16:02:22.547285+00
3139,465,2018-10-06 16:03:01.398431+00
3140,765,2018-10-06 16:03:01.671005+00
3141,505,2018-10-06 16:03:27.566151+00
3142,877,2018-10-06 16:03:58.779484+00
3143,917,2018-10-06 16:04:41.726148+00
3144,747,2018-10-06 16:04:42.042307+00
3145,120,2018-10-06 16:05:18.031659+00
3146,43,2018-10-06 16:05:36.227393+00
3147,518,2018-10-06 16:05:40.142778+00
3148,119,2018-10-06 16:05:50.598235+00
3149,494,2018-10-06 16:06:04.825227+00
3150,181,2018-10-06 16:06:11.359665+00
3151,202,2018-10-06 16:06:45.611218+00
3152,683,2018-10-06 16:07:20.837243+00
3153,986,2018-10-06 16:07:34.278102+00
3154,163,2018-10-06 16:07:42.923553+00
3155,906,2018-10-06 16:08:19.510512+00
3156,201,2018-10-06 16:08:24.699324+00
3157,68,2018-10-06 16:08:38.244017+00
3158,244,2018-10-06 16:08:46.965127+00
3159,19,2018-10-06 16:08:49.356132+00
3160,857,2018-10-06 16:08:53.267995+00
3161,53,2018-10-06 16:08:56.586861+00
3162,343,2018-10-06 16:09:14.112606+00
3163,256,2018-10-06 16:09:22.29355+00
3164,828,2018-10-06 16:10:00.718187+00
3165,996,2018-10-06 16:10:07.307195+00
3166,687,2018-10-06 16:10:23.674496+00
3167,889,2018-10-06 16:10:38.320471+00
3168,529,2018-10-06 16:10:41.545084+00
3169,738,2018-10-06 16:10:57.756031+00
3170,937,2018-10-06 16:11:11.304788+00
3171,996,2018-10-06 16:11:28.142981+00
3172,776,2018-10-06 16:12:19.50831+00
3173,249,2018-10-06 16:13:00.055942+00
3174,532,2018-10-06 16:13:04.547011+00
3175,344,2018-10-06 16:13:59.365142+00
3176,803,2018-10-06 16:14:10.081095+00
3177,165,2018-10-06 16:14:10.438077+00
3178,886,2018-10-06 16:15:37.867129+00
3179,518,2018-10-06 16:16:00.613961+00
3180,453,2018-10-06 16:16:13.04658+00
3181,910,2018-10-06 16:16:25.846594+00
3182,176,2018-10-06 16:16:39.577407+00
3183,433,2018-10-06 16:16:40.375342+00
3184,642,2018-10-06 16:16:50.943478+00
3185,537,2018-10-06 16:17:33.828405+00
3186,962,2018-10-06 16:17:35.826237+00
3187,965,2018-10-06 16:17:39.521206+00
3188,583,2018-10-06 16:17:40.912034+00
3189,751,2018-10-06 16:18:03.092879+00
3190,924,2018-10-06 16:18:08.69004+00
3191,358,2018-10-06 16:18:16.925887+00
3192,767,2018-10-06 16:18:56.477841+00
3193,614,2018-10-06 16:19:22.146112+00
3194,192,2018-10-06 16:19:26.243364+00
3195,66,2018-10-06 16:19:27.023434+00
3196,895,2018-10-06 16:19:52.129584+00
3197,289,2018-10-06 16:19:55.695888+00
3198,776,2018-10-06 16:19:58.077284+00
3199,437,2018-10-06 16:20:07.029906+00
3200,139,2018-10-06 16:20:28.610049+00
3201,470,2018-10-06 16:21:10.23322+00
3202,549,2018-10-06 16:21:16.50817+00
3203,649,2018-10-06 16:21:48.889865+00
3204,991,2018-10-06 16:21:54.203854+00
3205,164,2018-10-06 16:22:43.397779+00
3206,488,2018-10-06 16:22:44.790526+00
3207,852,2018-10-06 16:22:45.006443+00
3208,619,2018-10-06 16:23:14.188434+00
3209,532,2018-10-06 16:24:05.17728+00
3210,77,2018-10-06 16:24:07.115293+00
3211,456,2018-10-06 16:24:34.024223+00
3212,757,2018-10-06 16:24:54.171157+00
3213,306,2018-10-06 16:25:35.017959+00
3214,445,2018-10-06 16:26:03.58005+00
3215,232,2018-10-06 16:26:44.382186+00
3216,804,2018-10-06 16:26:47.791806+00
3217,645,2018-10-06 16:26:59.390636+00
3218,633,2018-10-06 16:27:51.187412+00
3219,672,2018-10-06 16:28:14.433827+00
3220,442,2018-10-06 16:28:29.265335+00
3221,737,2018-10-06 16:28:45.768092+00
3222,3,2018-10-06 16:29:02.93616+00
3223,996,2018-10-06 16:29:13.967837+00
3224,53,2018-10-06 16:29:23.860392+00
3225,894,2018-10-06 16:29:54.166736+00
3226,95,2018-10-06 16:30:48.546764+00
3227,373,2018-10-06 16:31:14.842787+00
3228,560,2018-10-06 16:31:40.61193+00
3229,55,2018-10-06 16:31:43.04523+00
3230,425,2018-10-06 16:31:59.974254+00
